sample_in_window,time_seconds_in_window,absolute_time_seconds_in_recording,Fpz,Fp1,Fp2,AF3,AF4,AF7,AF8,Fz,F1,F2,F3,F4,F5,F6,F7,F8,FCz,FC1,FC2,FC3,FC4,FC5,FC6,FT7,FT8,Cz,C1,C2,C3,C4,C5,C6,T7,T8,CP1,CP2,CP3,CP4,CP5,CP6,TP7,TP8,Pz,P3,P4,P5,P6,P7,P8,POz,PO3,PO4,PO5,PO6,PO7,PO8,Oz,O1,O2
1274,5.096,311.096,-17384.945,-29655.977,-19163.291,-9196.741,-22229.92,-20511.705,-18168.139,6702.385,-13087.904,3548.5657,-938.6362,-26345.068,-16612.275,-11949.192,-23740.688,-17995.266,552.58795,-6284.194,-7951.2983,-1271.6062,-19906.648,9221.832,-30094.926,1686.0386,-32885.71,-15641.927,-150.93314,9318.792,-1013.79877,-20737.193,7269.11,-6472.1,-3123.6104,-25446.125,2910.436,-5095.123,-974.71423,-3192.0083,-5216.135,2321.1619,-29329.771,-34439.32,-24652.408,-6943.369,-1611.3407,-29380.883,-1594.0533,-29938.588,-36123.71,-32772.215,-33796.68,-36243.22,-33686.94,-29558.266,-29628.166,-32685.025,-32157.385,-30202.408,-33899.652
1275,5.1,311.1,-17388.703,-29659.734,-19165.545,-9201.251,-22233.68,-20517.719,-18168.89,6700.8813,-13090.159,3545.559,-941.64276,-26347.322,-16616.785,-11950.695,-23744.445,-17996.016,551.83636,-6284.946,-7952.0503,-1273.8611,-19907.398,9218.825,-30093.422,1681.5289,-32883.457,-15642.679,-152.43639,9319.543,-1016.05365,-20737.193,7266.855,-6470.597,-3125.1138,-25437.857,2908.9326,-5093.6196,-974.71423,-3189.7534,-5218.3896,2324.92,-29330.523,-34437.062,-24650.904,-6942.6177,-1608.3342,-29382.385,-1590.2952,-29937.836,-36117.7,-32767.705,-33796.68,-36237.957,-33687.695,-29555.26,-29628.166,-32677.51,-32154.379,-30200.154,-33893.64
1276,5.104,311.104,-17393.965,-29668.002,-19176.068,-9205.761,-22237.438,-20522.98,-18174.902,6697.875,-13093.166,3545.559,-944.64923,-26352.584,-16619.791,-11952.199,-23751.96,-17999.023,549.5815,-6287.952,-7952.802,-1278.3708,-19907.398,9215.819,-30093.422,1678.5223,-32884.957,-15644.934,-153.93964,9319.543,-1017.5569,-20737.193,7263.097,-6466.0874,-3129.6235,-25426.582,2908.1812,-5093.6196,-976.2175,-3188.2502,-5223.651,2330.1814,-29335.033,-34431.805,-24650.154,-6943.369,-1605.3278,-29387.646,-1587.2887,-29943.098,-36113.94,-32765.45,-33798.934,-36235.703,-33695.21,-29552.252,-29628.918,-32675.256,-32152.875,-30200.904,-33890.633
1277,5.108,311.108,-17389.455,-29666.5,-19173.06,-9202.754,-22235.182,-20517.719,-18167.387,6699.378,-13090.159,3546.3108,-941.64276,-26351.832,-16619.791,-11951.447,-23751.21,-17996.016,550.33307,-6287.2007,-7952.0503,-1276.8676,-19908.902,9219.577,-30097.182,1679.274,-32885.71,-15644.182,-153.18802,9318.792,-1016.80524,-20738.697,7264.6,-6470.597,-3127.3687,-25449.13,2908.1812,-5091.3647,-975.4659,-3189.002,-5221.396,2328.6782,-29334.281,-34427.293,-24647.898,-6941.866,-1604.576,-29386.895,-1585.7855,-29942.346,-36116.945,-32764.7,-33797.43,-36233.45,-33695.21,-29549.246,-29625.912,-32670.746,-32148.365,-30196.395,-33886.12
1278,5.112,311.112,-17381.94,-29649.963,-19167.049,-9195.989,-22231.424,-20508.7,-18178.662,6703.8877,-13084.898,3550.8206,-937.88464,-26340.559,-16613.025,-11931.153,-23740.688,-17990.756,553.3396,-6283.4424,-7948.292,-1273.1094,-19902.139,9221.832,-30088.162,1683.0321,-32878.945,-15642.679,-150.93314,9320.295,-1016.05365,-20734.188,7265.352,-6464.584,-3127.3687,-25436.354,2908.9326,-5092.1167,-976.2175,-3186.747,-5222.8994,2329.4297,-29338.791,-34426.543,-24650.904,-6946.376,-1606.0793,-29389.15,-1588.0404,-29949.111,-36120.703,-32769.96,-33805.7,-36237.207,-33698.215,-29556.01,-29636.436,-32677.51,-32157.385,-30211.428,-33896.645
1279,5.116,311.116,-17384.945,-29649.213,-19164.041,-9198.244,-22231.424,-20510.203,-18159.12,6702.385,-13086.401,3547.814,-936.38135,-26341.31,-16615.281,-11950.695,-23741.44,-17993.762,551.0847,-6284.194,-7951.2983,-1273.1094,-19904.393,9220.329,-30091.168,1675.5159,-32881.2,-15641.175,-152.43639,9318.792,-1016.05365,-20733.436,7265.352,-6466.839,-3124.362,-25439.36,2909.6843,-5092.1167,-974.71423,-3186.747,-5219.893,2328.6782,-29332.027,-34427.293,-24649.402,-6944.121,-1606.8309,-29383.137,-1587.2887,-29941.594,-36119.953,-32767.705,-33800.438,-36237.207,-33694.457,-29556.01,-29633.428,-32673.0,-32152.875,-30206.918,-33893.64
1280,5.12,311.12,-17382.69,-29649.963,-19162.54,-9196.741,-22230.672,-20510.955,-18159.12,6703.8877,-13085.649,3550.8206,-936.38135,-26342.062,-16614.53,-11947.689,-23742.191,-17987.748,552.58795,-6283.4424,-7950.547,-1273.1094,-19902.889,9218.825,-30089.664,1680.0256,-32880.45,-15642.679,-150.93314,9319.543,-1016.05365,-20731.932,7265.352,-6466.0874,-3126.617,-25438.607,2910.436,-5093.6196,-975.4659,-3186.747,-5220.6445,2326.4233,-29333.53,-34431.05,-24650.154,-6944.121,-1607.5826,-29384.64,-1588.792,-29941.594,-36117.7,-32769.207,-33801.94,-36237.207,-33695.21,-29559.018,-29630.422,-32674.504,-32157.385,-30206.918,-33898.15
1281,5.124,311.124,-17380.436,-29655.225,-19160.283,-9195.238,-22226.914,-20511.705,-18154.61,6705.391,-13085.649,3551.5723,-936.38135,-26344.316,-16613.777,-11943.931,-23742.941,-17986.246,553.3396,-6281.939,-7948.292,-1271.6062,-19903.64,9221.832,-30086.658,1685.287,-32877.44,-15642.679,-150.18152,9320.295,-1015.302,-20734.188,7265.352,-6465.3354,-3126.617,-25439.36,2910.436,-5092.868,-974.71423,-3186.747,-5222.148,2327.9265,-29336.537,-34430.3,-24650.154,-6941.866,-1606.0793,-29388.398,-1588.792,-29943.098,-36116.945,-32765.45,-33798.934,-36236.453,-33696.715,-29558.266,-29628.166,-32673.752,-32151.373,-30203.16,-33892.137
1282,5.128,311.128,-17387.2,-29661.238,-19170.807,-9199.748,-22232.176,-20516.967,-18162.877,6701.633,-13087.904,3548.5657,-939.3879,-26351.832,-16616.033,-11947.689,-23745.197,-17995.266,551.0847,-6283.4424,-7950.547,-1274.6127,-19905.896,9221.08,-30090.416,1685.287,-32881.953,-15644.182,-152.43639,9318.792,-1014.5504,-20738.697,7266.1035,-6469.0938,-3125.1138,-25446.877,2910.436,-5092.868,-973.211,-3190.5051,-5219.893,2324.92,-29333.53,-34439.32,-24647.898,-6938.8594,-1607.5826,-29383.137,-1591.7985,-29936.334,-36126.72,-32761.691,-33792.92,-36237.207,-33692.957,-29559.018,-29612.383,-32682.02,-32141.602,-30188.879,-33892.137
1283,5.132,311.132,-17378.182,-29655.977,-19161.035,-9195.238,-22223.908,-20510.203,-18156.113,6707.646,-13081.892,3554.5786,-934.1265,-26338.303,-16611.523,-11940.173,-23740.688,-17986.996,555.5945,-6279.684,-7945.2856,-1271.6062,-19898.379,9223.335,-30081.396,1684.5354,-32874.438,-15640.424,-150.18152,9321.798,-1014.5504,-20732.684,7266.1035,-6460.826,-3125.1138,-25437.105,2909.6843,-5091.3647,-975.4659,-3185.2437,-5221.396,2330.9329,-29335.785,-34428.797,-24650.154,-6942.6177,-1604.576,-29386.143,-1585.0338,-29945.352,-36115.44,-32768.457,-33801.94,-36238.71,-33702.727,-29559.77,-29631.174,-32682.02,-32156.633,-30206.166,-33898.15
1284,5.136,311.136,-17375.926,-29648.46,-19156.525,-9194.486,-22223.908,-20510.203,-18155.361,6708.3975,-13079.637,3556.0818,-932.6232,-26333.793,-16611.523,-11940.925,-23738.432,-17986.996,556.34607,-6278.9326,-7944.5337,-1270.1029,-19897.629,9223.335,-30081.396,1686.7903,-32876.69,-15638.169,-147.92664,9322.55,-1013.79877,-20731.932,7266.1035,-6462.329,-3125.1138,-25440.111,2911.1875,-5091.3647,-975.4659,-3182.2373,-5219.893,2329.4297,-29331.275,-34433.305,-24649.402,-6941.1143,-1605.3278,-29383.137,-1586.5371,-29941.594,-36113.188,-32769.207,-33798.934,-36240.965,-33695.96,-29562.023,-29627.416,-32682.771,-32158.137,-30200.154,-33901.906
1285,5.14,311.14,-17379.684,-29647.709,-19162.54,-9195.238,-22229.17,-20510.955,-18162.125,6704.6396,-13081.892,3553.0754,-935.62976,-26337.553,-16613.025,-11946.186,-23737.682,-17993.01,553.3396,-6278.9326,-7947.5405,-1270.8545,-19900.635,9223.335,-30088.162,1687.5419,-32879.695,-15640.424,-149.42989,9320.295,-1013.0471,-20735.69,7268.3584,-6466.0874,-3124.362,-25443.87,2911.9392,-5090.6133,-974.71423,-3185.9954,-5219.141,2326.4233,-29330.523,-34436.312,-24647.146,-6941.1143,-1606.8309,-29380.883,-1588.792,-29940.092,-36120.703,-32767.705,-33801.188,-36241.715,-33694.457,-29564.28,-29624.408,-32686.53,-32158.137,-30200.154,-33904.914
1286,5.144,311.144,-17384.193,-29654.473,-19171.559,-9198.244,-22236.686,-20513.209,-18168.89,6701.633,-13085.649,3548.5657,-937.133,-26348.826,-16616.033,-11952.95,-23742.191,-17999.775,551.0847,-6281.1875,-7951.2983,-1272.3578,-19905.896,9223.335,-30091.168,1686.0386,-32885.71,-15641.175,-150.93314,9319.543,-1013.79877,-20738.697,7268.3584,-6469.845,-3122.859,-25445.373,2909.6843,-5090.6133,-973.96265,-3187.4985,-5218.3896,2324.92,-29329.02,-34437.062,-24647.898,-6939.6113,-1606.8309,-29383.137,-1589.5436,-29940.092,-36119.203,-32765.45,-33798.934,-36242.47,-33698.97,-29562.775,-29622.154,-32685.025,-32155.883,-30199.402,-33903.41
1287,5.148,311.148,-17381.188,-29653.723,-19167.049,-9198.996,-22233.68,-20513.96,-18169.643,6703.8877,-13087.153,3550.8206,-937.88464,-26348.074,-16616.785,-11949.192,-23741.44,-17995.266,553.3396,-6281.939,-7949.7954,-1272.3578,-19904.393,9221.832,-30086.658,1685.287,-32882.703,-15644.182,-150.93314,9320.295,-1013.79877,-20738.697,7267.607,-6469.0938,-3125.1138,-25446.877,2910.436,-5090.6133,-973.96265,-3186.747,-5219.141,2324.92,-29332.777,-34436.312,-24649.402,-6940.363,-1606.8309,-29386.143,-1589.5436,-29941.594,-36122.207,-32767.705,-33799.688,-36243.22,-33701.223,-29563.527,-29624.408,-32686.53,-32158.137,-30202.408,-33904.16
1288,5.152,311.152,-17384.945,-29655.977,-19167.8,-9199.748,-22234.43,-20513.209,-18167.387,6702.385,-13087.153,3548.5657,-937.133,-26344.316,-16618.287,-11951.447,-23739.936,-18000.525,551.0847,-6281.1875,-7950.547,-1273.1094,-19906.648,9223.335,-30088.912,1686.7903,-32889.47,-15643.43,-150.93314,9318.792,-1013.0471,-20737.945,7269.11,-6471.3486,-3121.3555,-25449.883,2911.1875,-5091.3647,-973.211,-3187.4985,-5216.135,2323.4167,-29327.518,-34439.32,-24647.898,-6938.108,-1606.8309,-29382.385,-1590.2952,-29938.588,-36125.965,-32765.45,-33799.688,-36241.715,-33698.215,-29563.527,-29622.154,-32685.777,-32156.633,-30199.402,-33903.41
1289,5.156,311.156,-17385.697,-29649.963,-19165.545,-9198.244,-22235.934,-20511.705,-18169.643,6700.8813,-13085.649,3547.814,-936.38135,-26341.31,-16614.53,-11955.205,-23735.426,-18002.781,551.0847,-6281.939,-7952.0503,-1270.1029,-19906.648,9224.839,-30085.906,1689.0452,-32891.723,-15641.927,-149.42989,9317.288,-1012.29553,-20737.945,7271.3647,-6473.6035,-3119.8523,-25450.635,2911.9392,-5092.1167,-970.9561,-3189.002,-5212.3765,2321.9136,-29323.008,-34437.062,-24648.65,-6937.3564,-1609.8375,-29377.123,-1592.55,-29934.078,-36125.965,-32767.705,-33798.934,-36243.973,-33693.707,-29565.781,-29621.402,-32687.281,-32158.137,-30199.402,-33904.914
1290,5.16,311.16,-17386.45,-29652.97,-19169.303,-9199.748,-22237.438,-20510.955,-18173.4,6700.8813,-13087.153,3546.3108,-937.133,-26346.572,-16613.777,-11959.715,-23738.432,-18006.54,551.0847,-6282.691,-7953.553,-1269.3513,-19908.902,9225.59,-30086.658,1689.7968,-32902.246,-15642.679,-150.18152,9315.785,-1011.5439,-20740.951,7272.868,-6475.107,-3119.1006,-25437.857,2910.436,-5092.1167,-970.9561,-3189.7534,-5213.88,2321.1619,-29322.256,-34443.08,-24647.898,-6935.853,-1609.8375,-29374.87,-1592.55,-29935.582,-36128.22,-32764.7,-33800.438,-36242.47,-33692.203,-29564.28,-29622.154,-32685.777,-32155.13,-30200.154,-33904.16
1291,5.164,311.164,-17387.2,-29661.99,-19174.564,-9199.748,-22240.443,-20510.955,-18173.4,6700.13,-13087.904,3544.8076,-936.38135,-26351.832,-16613.777,-11957.46,-23742.191,-18006.54,551.0847,-6283.4424,-7953.553,-1270.8545,-19910.406,9225.59,-30090.416,1690.5483,-32894.73,-15644.934,-150.93314,9316.537,-1011.5439,-20742.455,7272.868,-6475.107,-3119.8523,-25455.896,2910.436,-5092.868,-971.70776,-3192.0083,-5215.3833,2318.907,-29325.262,-34440.824,-24647.898,-6937.3564,-1610.5891,-29374.87,-1592.55,-29937.084,-36124.46,-32765.45,-33800.438,-36240.965,-33695.96,-29565.03,-29623.656,-32691.04,-32153.627,-30202.408,-33908.67
1292,5.168,311.168,-17386.45,-29659.734,-19176.068,-9200.499,-22241.947,-20510.955,-18174.152,6700.13,-13090.159,3544.8076,-937.88464,-26358.598,-16613.777,-11961.219,-23742.941,-18005.035,550.33307,-6284.194,-7954.305,-1270.8545,-19912.66,9227.094,-30097.182,1692.8032,-32890.22,-15646.437,-150.93314,9315.033,-1011.5439,-20744.709,7273.6196,-6477.362,-3117.5974,-25451.387,2909.6843,-5093.6196,-970.2045,-3192.76,-5212.3765,2321.1619,-29323.008,-34432.555,-24647.898,-6935.1016,-1609.0858,-29371.863,-1589.5436,-29932.574,-36119.203,-32761.691,-33793.67,-36239.46,-33692.957,-29560.52,-29616.893,-32685.025,-32145.36,-30194.893,-33901.906
1293,5.172,311.172,-17390.959,-29659.734,-19179.074,-9204.258,-22244.953,-20514.713,-18174.902,6697.875,-13090.911,3542.5527,-940.1395,-26357.094,-16618.287,-11961.97,-23744.445,-18009.545,547.3266,-6285.6973,-7956.56,-1271.6062,-19913.412,9224.087,-30096.43,1687.5419,-32895.48,-15644.934,-150.93314,9313.53,-1013.0471,-20746.965,7271.3647,-6478.1133,-3120.604,-25454.393,2910.436,-5094.3716,-970.9561,-3195.015,-5213.88,2316.652,-29320.752,-34443.83,-24647.146,-6935.853,-1609.0858,-29374.117,-1592.55,-29934.83,-36127.47,-32760.19,-33795.176,-36239.46,-33692.957,-29561.271,-29619.146,-32688.033,-32145.36,-30197.898,-33901.156
1294,5.176,311.176,-17394.717,-29658.982,-19183.584,-9207.264,-22247.959,-20518.47,-18182.42,6695.62,-13091.663,3541.0493,-942.39435,-26352.584,-16619.791,-11963.474,-23744.445,-18008.043,547.3266,-6285.6973,-7958.815,-1273.1094,-19913.412,9220.329,-30094.926,1684.5354,-32896.984,-15644.934,-150.93314,9312.778,-1015.302,-20746.965,7267.607,-6475.8584,-3127.3687,-25449.13,2910.436,-5093.6196,-973.211,-3193.5115,-5218.3896,2318.907,-29331.275,-34440.07,-24646.395,-6938.108,-1607.5826,-29376.373,-1590.2952,-29943.098,-36123.71,-32759.438,-33798.934,-36239.46,-33691.453,-29559.77,-29625.912,-32682.771,-32147.613,-30200.904,-33901.906
1295,5.18,311.18,-17396.219,-29657.48,-19182.832,-9205.009,-22249.463,-20513.209,-18183.172,6695.62,-13089.408,3541.801,-939.3879,-26351.082,-16614.53,-11962.722,-23741.44,-18009.545,548.0782,-6282.691,-7956.56,-1269.3513,-19913.412,9224.087,-30096.43,1686.7903,-32902.246,-15644.182,-149.42989,9312.778,-1010.79224,-20748.467,7272.868,-6478.1133,-3119.8523,-25452.137,2911.1875,-5093.6196,-970.2045,-3195.7664,-5211.625,2317.4038,-29321.504,-34443.83,-24644.893,-6933.598,-1609.0858,-29369.607,-1592.55,-29933.326,-36123.71,-32757.182,-33793.67,-36240.965,-33684.688,-29559.018,-29616.14,-32683.523,-32143.855,-30192.637,-33898.902
1296,5.184,311.184,-17391.709,-29658.232,-19178.322,-9204.258,-22244.953,-20514.713,-18176.406,6700.13,-13087.904,3544.8076,-937.88464,-26352.584,-16613.777,-11958.964,-23743.693,-18005.787,551.0847,-6281.1875,-7953.553,-1270.1029,-19908.902,9224.087,-30092.672,1677.7708,-32898.49,-15643.43,-148.67827,9315.033,-1011.5439,-20746.213,7270.6133,-6475.8584,-3120.604,-25452.137,2909.6843,-5095.123,-971.70776,-3195.7664,-5214.6313,2317.4038,-29326.766,-34443.08,-24645.645,-6935.853,-1609.8375,-29372.613,-1591.0469,-29939.34,-36125.215,-32759.438,-33798.184,-36241.715,-33691.453,-29561.271,-29617.645,-32687.281,-32146.863,-30195.645,-33899.652
1297,5.188,311.188,-17387.951,-29664.996,-19177.57,-9205.009,-22241.947,-20518.47,-18174.902,6700.8813,-13088.656,3547.814,-940.1395,-26348.826,-16615.281,-11955.205,-23745.95,-18002.781,551.83636,-6283.4424,-7952.0503,-1270.8545,-19906.648,9221.08,-30091.168,1683.0321,-32896.984,-15644.182,-148.67827,9315.785,-1013.0471,-20748.467,7268.3584,-6474.355,-3125.8652,-25454.393,2909.6843,-5095.8745,-973.211,-3197.2698,-5216.886,2316.652,-29329.02,-34444.582,-24647.146,-6938.108,-1610.5891,-29374.117,-1592.55,-29943.098,-36125.965,-32760.19,-33798.184,-36245.473,-33695.21,-29563.527,-29620.65,-32688.783,-32148.365,-30197.898,-33901.906
1298,5.192,311.192,-17390.959,-29664.244,-19176.82,-9205.761,-22243.45,-20522.98,-18175.654,6700.8813,-13088.656,3547.814,-941.64276,-26345.068,-16619.04,-11954.454,-23751.96,-18009.545,550.33307,-6282.691,-7951.2983,-1273.1094,-19906.648,9218.825,-30090.416,1681.5289,-32896.234,-15642.679,-149.42989,9316.537,-1013.79877,-20746.965,7266.1035,-6475.107,-3130.375,-25454.393,2909.6843,-5095.123,-974.71423,-3197.2698,-5219.141,2315.149,-29332.027,-34444.582,-24647.898,-6939.6113,-1612.0924,-29377.123,-1594.8049,-29944.602,-36131.98,-32764.7,-33801.188,-36249.984,-33696.715,-29565.781,-29623.656,-32692.543,-32152.875,-30200.904,-33907.92
1299,5.196,311.196,-17390.207,-29657.48,-19175.316,-9204.258,-22241.947,-20517.719,-18181.668,6701.633,-13087.153,3547.814,-940.1395,-26340.559,-16619.04,-11953.702,-23751.21,-18007.291,552.58795,-6282.691,-7951.2983,-1272.3578,-19904.393,9217.322,-30088.912,1681.5289,-32894.73,-15641.175,-149.42989,9316.537,-1015.302,-20744.709,7265.352,-6475.107,-3131.1267,-25452.889,2909.6843,-5093.6196,-976.2175,-3195.015,-5220.6445,2316.652,-29334.281,-34444.582,-24647.898,-6941.866,-1609.0858,-29376.373,-1593.3018,-29949.861,-36130.477,-32765.45,-33804.95,-36249.23,-33694.457,-29565.781,-29626.664,-32691.04,-32151.373,-30203.16,-33908.67
1300,5.2,311.2,-17390.959,-29656.729,-19173.812,-9203.506,-22240.443,-20517.719,-18174.152,6703.136,-13085.649,3548.5657,-939.3879,-26337.553,-16618.287,-11955.205,-23750.459,-18006.54,551.83636,-6283.4424,-7950.547,-1273.1094,-19904.393,9218.074,-30087.41,1680.7772,-32896.234,-15641.175,-149.42989,9318.04,-1016.05365,-20743.207,7265.352,-6476.61,-3131.8784,-25452.137,2908.9326,-5093.6196,-976.9691,-3195.7664,-5221.396,2316.652,-29332.777,-34446.836,-24649.402,-6941.1143,-1609.0858,-29375.621,-1594.0533,-29947.607,-36133.48,-32765.45,-33804.95,-36247.73,-33690.7,-29564.28,-29625.16,-32692.543,-32151.373,-30201.656,-33910.926
1301,5.204,311.204,-17387.2,-29661.99,-19170.807,-9203.506,-22237.438,-20518.47,-18168.139,6703.136,-13088.656,3548.5657,-938.6362,-26340.559,-16618.287,-11955.957,-23751.96,-17998.271,553.3396,-6284.194,-7949.0435,-1274.6127,-19906.648,9217.322,-30088.912,1680.7772,-32890.973,-15640.424,-150.93314,9318.04,-1017.5569,-20744.709,7263.8486,-6474.355,-3133.3816,-25450.635,2906.6777,-5092.1167,-978.4724,-3194.2632,-5224.403,2318.907,-29333.53,-34444.582,-24648.65,-6942.6177,-1606.8309,-29378.627,-1590.2952,-29952.87,-36131.227,-32766.953,-33806.45,-36244.723,-33698.215,-29562.023,-29629.67,-32685.777,-32154.379,-30207.67,-33911.68
1302,5.208,311.208,-17390.207,-29670.258,-19176.068,-9207.264,-22239.691,-20520.725,-18166.635,6700.8813,-13091.663,3547.0625,-943.146,-26343.564,-16622.797,-11954.454,-23757.223,-17997.52,549.5815,-6284.946,-7950.547,-1277.6191,-19905.896,9215.819,-30086.658,1677.7708,-32893.227,-15643.43,-153.18802,9318.04,-1019.0601,-20744.709,7261.5938,-6471.3486,-3136.3882,-25448.379,2907.4294,-5091.3647,-979.224,-3194.2632,-5227.409,2322.665,-29336.537,-34437.816,-24647.898,-6943.369,-1605.3278,-29380.883,-1588.792,-29957.379,-36127.47,-32766.953,-33807.953,-36242.47,-33695.21,-29561.271,-29631.926,-32685.777,-32153.627,-30209.924,-33912.43
1303,5.212,311.212,-17390.207,-29668.002,-19172.31,-9209.519,-22239.691,-20523.732,-18168.139,6697.875,-13093.918,3545.559,-947.65576,-26344.316,-16628.059,-11955.957,-23761.732,-17999.775,548.82983,-6287.2007,-7952.0503,-1280.6257,-19907.398,9210.558,-30086.658,1673.261,-32897.734,-15643.43,-154.69127,9318.04,-1021.315,-20743.957,7257.084,-6472.852,-3139.3945,-25455.145,2906.6777,-5090.6133,-980.72723,-3194.2632,-5227.409,2320.4102,-29335.785,-34449.844,-24647.146,-6943.369,-1605.3278,-29377.123,-1589.5436,-29953.621,-36132.73,-32765.45,-33809.457,-36240.965,-33692.203,-29559.77,-29627.416,-32685.777,-32146.111,-30201.656,-33908.67
1304,5.216,311.216,-17387.951,-29661.99,-19169.303,-9207.264,-22235.182,-20520.725,-18164.38,6700.8813,-13090.911,3547.814,-945.4009,-26337.553,-16625.805,-11949.944,-23757.223,-17996.016,551.83636,-6284.946,-7948.292,-1278.3708,-19904.393,9211.31,-30079.893,1675.5159,-32889.47,-15638.92,-153.18802,9320.295,-1020.5634,-20737.945,7258.5874,-6469.0938,-3137.8914,-25440.863,2907.4294,-5089.1104,-979.97565,-3191.2566,-5226.6577,2324.92,-29336.537,-34435.562,-24647.146,-6944.121,-1603.8245,-29377.123,-1586.5371,-29954.371,-36126.72,-32765.45,-33810.207,-36240.965,-33692.957,-29559.018,-29633.428,-32684.275,-32151.373,-30207.67,-33910.176
1305,5.22,311.22,-17385.697,-29659.734,-19166.297,-9205.761,-22236.686,-20517.719,-18162.877,6701.633,-13090.159,3549.3174,-944.64923,-26337.553,-16624.3,-11948.44,-23753.465,-17995.266,551.0847,-6285.6973,-7948.292,-1279.874,-19902.139,9212.8125,-30078.39,1674.0126,-32887.965,-15640.424,-153.93964,9318.792,-1020.5634,-20740.2,7257.8354,-6469.845,-3137.1396,-25440.863,2906.6777,-5088.3584,-982.2305,-3192.76,-5228.9126,2323.4167,-29337.287,-34440.07,-24648.65,-6945.624,-1603.8245,-29382.385,-1585.7855,-29958.13,-36125.215,-32766.953,-33812.465,-36237.957,-33696.715,-29556.762,-29635.684,-32680.516,-32151.373,-30209.924,-33910.176
1306,5.224,311.224,-17384.193,-29666.5,-19167.049,-9206.513,-22233.68,-20519.223,-18161.375,6702.385,-13090.911,3550.0688,-945.4009,-26345.068,-16623.549,-11947.689,-23751.21,-17993.01,551.83636,-6285.6973,-7948.292,-1278.3708,-19901.387,9215.067,-30079.893,1677.0192,-32884.957,-15641.927,-154.69127,9318.792,-1019.81177,-20740.2,7260.8423,-6467.5903,-3133.3816,-25438.607,2907.4294,-5089.862,-979.97565,-3195.7664,-5227.409,2325.6716,-29333.53,-34438.566,-24647.898,-6943.369,-1603.0729,-29379.379,-1583.5306,-29957.379,-36122.207,-32763.947,-33810.96,-36237.207,-33700.473,-29555.26,-29631.926,-32682.02,-32149.87,-30208.422,-33907.92
1307,5.228,311.228,-17385.697,-29669.506,-19168.55,-9208.016,-22236.686,-20517.719,-18164.38,6699.378,-13093.166,3547.0625,-946.1525,-26350.33,-16625.053,-11949.192,-23753.465,-17995.266,550.33307,-6287.952,-7949.7954,-1280.6257,-19905.145,9214.315,-30080.645,1678.5223,-32887.215,-15643.43,-155.44289,9318.792,-1019.81177,-20741.703,7262.345,-6468.3423,-3134.1333,-25440.111,2907.4294,-5089.862,-979.224,-3195.7664,-5226.6577,2327.9265,-29332.777,-34434.81,-24647.898,-6943.369,-1600.818,-29379.379,-1582.0273,-29955.875,-36122.207,-32762.443,-33808.707,-36235.703,-33699.72,-29551.5,-29629.67,-32679.766,-32146.111,-30205.414,-33903.41
1308,5.232,311.232,-17381.94,-29663.492,-19163.291,-9204.258,-22234.43,-20513.96,-18166.635,6701.633,-13090.159,3550.0688,-943.89764,-26340.559,-16619.791,-11946.186,-23745.95,-17993.01,551.0847,-6284.946,-7949.0435,-1276.8676,-19902.139,9217.322,-30077.639,1681.5289,-32893.227,-15641.927,-153.93964,9319.543,-1017.5569,-20742.455,7264.6,-6467.5903,-3129.6235,-25437.105,2908.9326,-5089.862,-977.72076,-3195.015,-5222.8994,2330.1814,-29329.02,-34432.555,-24646.395,-6942.6177,-1602.3212,-29376.373,-1582.7789,-29951.365,-36118.45,-32763.947,-33807.953,-36237.207,-33695.21,-29553.004,-29627.416,-32680.516,-32146.863,-30208.422,-33904.914
1309,5.236,311.236,-17381.94,-29658.232,-19156.525,-9203.506,-22232.928,-20511.705,-18161.375,6702.385,-13087.904,3550.0688,-941.64276,-26336.049,-16617.535,-11943.931,-23744.445,-17993.01,552.58795,-6284.194,-7949.0435,-1276.116,-19899.883,9217.322,-30077.639,1681.5289,-32884.207,-15640.424,-153.18802,9318.792,-1017.5569,-20740.2,7265.352,-6465.3354,-3129.6235,-25441.615,2908.9326,-5090.6133,-976.9691,-3195.015,-5220.6445,2330.1814,-29326.014,-34434.81,-24647.146,-6941.1143,-1602.3212,-29372.613,-1582.7789,-29947.607,-36120.703,-32760.94,-33807.953,-36234.2,-33692.203,-29554.508,-29626.664,-32681.268,-32145.36,-30205.414,-33904.914
1310,5.24,311.24,-17379.684,-29658.982,-19158.781,-9202.003,-22227.666,-20513.209,-18162.877,6702.385,-13086.401,3547.0625,-940.8911,-26344.316,-16616.033,-11946.9375,-23743.693,-17993.01,551.83636,-6284.194,-7950.547,-1274.6127,-19900.635,9219.577,-30078.39,1684.5354,-32886.46,-15640.424,-152.43639,9318.04,-1016.80524,-20740.2,7266.1035,-6470.597,-3127.3687,-25441.615,2909.6843,-5090.6133,-976.9691,-3198.0212,-5220.6445,2325.6716,-29321.504,-34434.81,-24646.395,-6940.363,-1604.576,-29370.36,-1584.2822,-29945.352,-36121.457,-32761.691,-33804.95,-36234.953,-33686.94,-29555.26,-29622.154,-32679.766,-32143.104,-30201.656,-33906.418
