sample_in_window,time_seconds_in_window,absolute_time_seconds_in_recording,Fpz,Fp1,Fp2,AF3,AF4,AF7,AF8,Fz,F1,F2,F3,F4,F5,F6,F7,F8,FCz,FC1,FC2,FC3,FC4,FC5,FC6,FT7,FT8,Cz,C1,C2,C3,C4,C5,C6,T7,T8,CP1,CP2,CP3,CP4,CP5,CP6,TP7,TP8,Pz,P3,P4,P5,P6,P7,P8,POz,PO3,PO4,PO5,PO6,PO7,PO8,Oz,O1,O2
809,3.236,309.236,-17384.193,-29658.982,-19188.846,-9180.957,-22240.443,-20512.457,-18165.883,6694.1167,-13104.44,3552.3237,-928.1135,-26310.494,-16604.006,-11942.428,-23725.654,-17993.762,545.82336,-6297.723,-7948.292,-1257.3253,-19905.145,9225.59,-30108.455,1688.2935,-32857.9,-15644.934,-153.18802,9320.295,-1006.28253,-20731.932,7270.6133,-6463.081,-3115.3425,-25431.092,2920.9587,-5095.123,-970.9561,-3221.3218,-5191.331,2335.4426,-29310.229,-34418.273,-24671.951,-6951.637,-1609.0858,-29368.104,-1603.8245,-29925.059,-36119.203,-32781.234,-33778.64,-36231.19,-33663.64,-29547.742,-29614.637,-32655.713,-32131.83,-30183.617,-33903.41
810,3.24,309.24,-17381.94,-29651.467,-19186.59,-9180.206,-22237.438,-20507.947,-18165.883,6695.62,-13102.9375,3553.8271,-926.6102,-26308.99,-16602.504,-11942.428,-23719.643,-17993.01,546.57495,-6296.22,-7946.7886,-1255.822,-19902.139,9227.094,-30107.703,1689.7968,-32854.895,-15644.182,-152.43639,9321.047,-1007.0341,-20731.18,7269.11,-6463.081,-3118.349,-25430.34,2920.207,-5094.3716,-971.70776,-3221.3218,-5192.8345,2337.6975,-29311.732,-34416.77,-24673.453,-6953.1406,-1609.0858,-29370.36,-1603.0729,-29928.064,-36114.69,-32782.74,-33783.15,-36231.945,-33665.9,-29546.992,-29620.65,-32654.96,-32135.588,-30188.879,-33903.41
811,3.244,309.244,-17382.69,-29658.232,-19192.604,-9181.709,-22239.691,-20509.451,-18166.635,6696.3716,-13105.943,3554.5786,-928.1135,-26313.5,-16603.256,-11941.676,-23722.648,-17992.258,545.82336,-6296.9717,-7946.7886,-1255.822,-19903.64,9229.349,-30106.201,1691.3,-32855.645,-15644.182,-153.18802,9322.55,-1005.5309,-20728.174,7269.862,-6460.826,-3115.3425,-25411.55,2921.7102,-5094.3716,-970.2045,-3221.3218,-5191.331,2339.9524,-29309.479,-34422.03,-24671.951,-6952.3887,-1608.3342,-29373.365,-1601.5696,-29924.307,-36118.45,-32779.73,-33780.895,-36231.19,-33666.65,-29544.736,-29613.887,-32653.457,-32134.836,-30183.617,-33900.402
812,3.248,309.248,-17384.193,-29658.982,-19194.86,-9184.716,-22240.443,-20510.955,-18166.635,6693.365,-13108.95,3552.3237,-931.87164,-26321.768,-16605.51,-11943.931,-23728.662,-17993.762,543.5685,-6300.73,-7947.5405,-1259.5802,-19906.648,9227.845,-30107.703,1689.0452,-32858.652,-15646.437,-155.44289,9321.047,-1005.5309,-20733.436,7269.862,-6463.081,-3114.591,-25439.36,2921.7102,-5095.8745,-970.9561,-3222.825,-5192.0825,2338.4492,-29309.479,-34421.28,-24671.951,-6951.637,-1607.5826,-29376.373,-1601.5696,-29925.059,-36117.7,-32778.227,-33780.895,-36231.945,-33668.152,-29544.736,-29611.63,-32652.707,-32134.836,-30184.37,-33895.895
813,3.252,309.252,-17384.945,-29656.729,-19192.604,-9184.716,-22241.195,-20516.967,-18165.883,6692.6133,-13108.198,3552.3237,-931.87164,-26320.264,-16607.766,-11944.683,-23731.668,-17993.762,543.5685,-6299.978,-7949.0435,-1258.0769,-19907.398,9225.59,-30110.71,1686.7903,-32860.156,-15647.188,-153.93964,9319.543,-1007.78577,-20734.188,7268.3584,-6466.839,-3117.5974,-25443.117,2920.9587,-5096.6265,-970.9561,-3222.825,-5194.3374,2336.1943,-29314.738,-34421.28,-24672.703,-6953.1406,-1609.8375,-29372.613,-1603.0729,-29929.568,-36119.953,-32780.484,-33783.902,-36232.695,-33665.145,-29546.992,-29613.887,-32654.209,-32136.34,-30188.879,-33898.902
814,3.256,309.256,-17384.193,-29649.213,-19190.35,-9182.461,-22238.94,-20511.705,-18168.139,6694.1167,-13104.44,3550.8206,-931.12,-26315.754,-16605.51,-11943.18,-23728.662,-17996.016,544.32007,-6298.475,-7948.292,-1257.3253,-19903.64,9225.59,-30105.45,1686.7903,-32857.9,-15644.182,-152.43639,9320.295,-1007.0341,-20731.932,7268.3584,-6463.081,-3116.8457,-25432.596,2920.9587,-5095.8745,-970.9561,-3221.3218,-5192.8345,2338.4492,-29312.484,-34419.023,-24674.205,-6952.3887,-1609.8375,-29371.863,-1604.576,-29928.064,-36119.203,-32781.984,-33784.652,-36234.2,-33661.387,-29549.246,-29616.14,-32657.967,-32140.098,-30190.383,-33904.16
815,3.26,309.26,-17384.193,-29648.46,-19187.342,-9183.212,-22241.195,-20511.705,-18168.89,6693.365,-13105.943,3551.5723,-931.12,-26312.748,-16605.51,-11943.931,-23727.158,-17996.768,544.32007,-6299.978,-7948.292,-1258.0769,-19904.393,9224.839,-30105.45,1685.287,-32858.652,-15644.934,-153.93964,9320.295,-1007.78577,-20729.678,7269.11,-6460.826,-3117.5974,-25432.596,2920.9587,-5093.6196,-970.9561,-3220.57,-5191.331,2336.946,-29312.484,-34425.79,-24671.951,-6952.3887,-1609.8375,-29371.111,-1604.576,-29925.059,-36119.953,-32778.227,-33783.15,-36234.953,-33656.88,-29547.742,-29613.135,-32652.707,-32135.588,-30188.127,-33902.66
816,3.264,309.264,-17381.94,-29649.963,-19185.84,-9183.964,-22237.438,-20512.457,-18164.38,6695.62,-13104.44,3553.8271,-931.87164,-26314.252,-16607.014,-11940.173,-23730.164,-17992.258,545.0717,-6299.2266,-7946.7886,-1258.8285,-19903.64,9224.839,-30105.45,1685.287,-32857.9,-15644.182,-153.18802,9321.798,-1007.0341,-20729.678,7269.11,-6461.5776,-3116.0942,-25432.596,2921.7102,-5094.3716,-968.70123,-3219.8184,-5189.8276,2336.946,-29310.229,-34418.273,-24671.2,-6949.3823,-1609.0858,-29369.607,-1601.5696,-29921.3,-36116.945,-32775.223,-33779.39,-36231.945,-33650.863,-29546.992,-29605.617,-32650.451,-32130.326,-30181.363,-33899.652
817,3.268,309.268,-17382.69,-29655.977,-19188.846,-9182.461,-22238.94,-20515.465,-18165.133,6695.62,-13104.44,3554.5786,-931.12,-26316.506,-16606.262,-11941.676,-23737.682,-17994.514,546.57495,-6297.723,-7946.037,-1257.3253,-19905.896,9227.094,-30104.697,1686.7903,-32856.4,-15644.934,-153.18802,9321.798,-1006.28253,-20731.18,7269.862,-6463.8325,-3116.8457,-25436.354,2920.9587,-5094.3716,-969.4529,-3222.0732,-5191.331,2335.4426,-29310.98,-34422.03,-24671.2,-6950.134,-1610.5891,-29373.365,-1603.0729,-29923.555,-36118.45,-32778.98,-33783.15,-36231.945,-33658.38,-29548.494,-29608.625,-32651.955,-32136.34,-30185.121,-33902.66
818,3.272,309.272,-17382.69,-29656.729,-19187.342,-9181.709,-22239.691,-20514.713,-18167.387,6695.62,-13103.688,3553.0754,-931.12,-26316.506,-16605.51,-11941.676,-23733.922,-17994.514,545.82336,-6296.9717,-7946.037,-1256.5737,-19904.393,9227.845,-30104.697,1689.0452,-32855.645,-15646.437,-153.18802,9321.798,-1005.5309,-20731.18,7269.862,-6463.8325,-3116.0942,-25436.354,2923.2136,-5094.3716,-968.70123,-3221.3218,-5190.5796,2336.1943,-29311.732,-34421.28,-24671.951,-6950.134,-1609.0858,-29370.36,-1603.0729,-29923.555,-36116.195,-32778.227,-33783.15,-36231.19,-33657.63,-29547.742,-29609.377,-32652.707,-32135.588,-30187.375,-33899.652
819,3.276,309.276,-17381.188,-29652.219,-19182.08,-9183.212,-22238.19,-20514.713,-18166.635,6694.868,-13105.192,3552.3237,-931.12,-26315.004,-16606.262,-11943.18,-23734.674,-17996.768,545.0717,-6297.723,-7949.0435,-1258.8285,-19905.145,9224.087,-30106.201,1686.0386,-32860.156,-15645.685,-153.93964,9320.295,-1007.0341,-20731.932,7269.11,-6465.3354,-3117.5974,-25438.607,2921.7102,-5095.8745,-970.2045,-3221.3218,-5190.5796,2334.6912,-29309.479,-34424.285,-24669.695,-6950.8857,-1609.0858,-29366.602,-1603.8245,-29922.053,-36116.195,-32777.477,-33783.902,-36229.69,-33656.88,-29549.246,-29609.377,-32651.955,-32133.334,-30187.375,-33901.906
820,3.28,309.28,-17381.188,-29643.951,-19182.08,-9179.454,-22239.691,-20509.451,-18170.393,6696.3716,-13102.186,3553.0754,-927.3619,-26313.5,-16603.256,-11945.435,-23727.158,-17998.271,546.57495,-6295.4683,-7948.292,-1256.5737,-19905.145,9227.094,-30106.951,1689.0452,-32859.402,-15644.934,-152.43639,9318.792,-1004.77924,-20731.18,7270.6133,-6466.0874,-3114.591,-25439.36,2922.462,-5095.8745,-969.4529,-3220.57,-5189.8276,2334.6912,-29307.223,-34422.785,-24669.695,-6950.8857,-1609.8375,-29368.104,-1604.576,-29922.053,-36120.703,-32775.973,-33782.4,-36229.69,-33654.62,-29549.246,-29609.377,-32651.955,-32132.582,-30184.37,-33901.906
821,3.284,309.284,-17382.69,-29655.977,-19188.094,-9180.206,-22241.195,-20514.713,-18170.393,6697.123,-13101.434,3553.8271,-928.1135,-26318.762,-16602.504,-11946.186,-23728.662,-18000.525,547.3266,-6295.4683,-7948.292,-1255.822,-19905.896,9227.845,-30110.71,1689.7968,-32863.16,-15645.685,-152.43639,9319.543,-1004.02765,-20732.684,7270.6133,-6469.845,-3114.591,-25444.621,2921.7102,-5095.8745,-968.70123,-3223.5767,-5190.5796,2332.4363,-29311.732,-34428.797,-24671.2,-6950.134,-1612.0924,-29370.36,-1606.8309,-29927.314,-36127.47,-32777.477,-33782.4,-36231.19,-33659.133,-29553.004,-29609.377,-32654.96,-32134.836,-30183.617,-33903.41
822,3.288,309.288,-17384.945,-29661.99,-19192.604,-9182.461,-22243.45,-20516.215,-18171.896,6695.62,-13105.192,3552.3237,-929.61676,-26324.023,-16605.51,-11952.199,-23733.922,-18005.035,545.82336,-6296.9717,-7949.7954,-1258.0769,-19911.158,9224.839,-30119.73,1675.5159,-32864.664,-15646.437,-153.93964,9318.792,-1007.0341,-20737.945,7264.6,-6471.3486,-3119.1006,-25448.379,2919.4553,-5098.1294,-972.4594,-3225.0798,-5195.0894,2330.9329,-29317.746,-34428.043,-24671.951,-6953.1406,-1614.3472,-29377.875,-1608.3342,-29934.078,-36128.22,-32778.227,-33788.41,-36233.45,-33664.395,-29555.26,-29618.396,-32658.719,-32141.602,-30191.885,-33907.92
823,3.292,309.292,-17383.441,-29657.48,-19189.598,-9180.957,-22243.45,-20517.719,-18178.662,6697.123,-13102.186,3552.3237,-927.3619,-26319.514,-16607.014,-11949.192,-23735.426,-18001.277,546.57495,-6296.22,-7949.0435,-1259.5802,-19909.654,9224.087,-30114.469,1680.7772,-32866.168,-15644.934,-152.43639,9318.792,-1008.5374,-20734.938,7262.345,-6472.1,-3122.859,-25444.621,2919.4553,-5098.8813,-973.211,-3226.583,-5197.344,2327.1748,-29322.256,-34436.312,-24674.205,-6956.147,-1615.8505,-29375.621,-1611.3407,-29936.334,-36130.477,-32780.484,-33789.914,-36238.71,-33664.395,-29557.514,-29622.906,-32663.98,-32143.104,-30196.395,-33911.68
824,3.296,309.296,-17384.193,-29653.723,-19179.826,-9180.206,-22240.443,-20516.215,-18169.643,6697.123,-13099.931,3554.5786,-928.1135,-26311.244,-16607.766,-11945.435,-23736.178,-17999.775,548.0782,-6294.717,-7946.037,-1258.0769,-19906.648,9224.087,-30110.71,1685.287,-32862.41,-15642.679,-152.43639,9319.543,-1007.78577,-20732.684,7264.6,-6470.597,-3122.1072,-25442.367,2919.4553,-5098.1294,-972.4594,-3224.3281,-5195.0894,2330.1814,-29319.248,-34425.79,-24672.703,-6953.892,-1614.3472,-29371.111,-1608.3342,-29934.078,-36123.71,-32778.98,-33788.41,-36239.46,-33658.38,-29556.762,-29619.146,-32663.229,-32145.36,-30194.14,-33910.176
825,3.3,309.3,-17383.441,-29649.213,-19178.322,-9180.206,-22239.691,-20516.967,-18171.145,6697.123,-13099.931,3554.5786,-928.1135,-26313.5,-16604.758,-11946.186,-23731.668,-17999.775,548.0782,-6295.4683,-7946.7886,-1257.3253,-19905.896,9224.839,-30111.46,1686.7903,-32863.914,-15641.927,-151.68477,9318.792,-1007.0341,-20731.18,7266.855,-6471.3486,-3119.8523,-25443.87,2920.207,-5097.378,-972.4594,-3224.3281,-5194.3374,2328.6782,-29318.498,-34428.797,-24672.703,-6951.637,-1615.0989,-29368.855,-1609.8375,-29931.824,-36126.72,-32778.227,-33788.41,-36238.71,-33660.637,-29558.266,-29617.645,-32661.727,-32145.36,-30190.383,-33907.168
826,3.304,309.304,-17382.69,-29655.225,-19184.336,-9179.454,-22236.686,-20518.47,-18174.152,6698.6265,-13099.931,3556.0818,-927.3619,-26316.506,-16605.51,-11943.18,-23734.674,-18002.781,548.0782,-6293.2134,-7946.7886,-1256.5737,-19904.393,9225.59,-30110.71,1684.5354,-32863.16,-15641.927,-151.68477,9320.295,-1006.28253,-20733.436,7265.352,-6471.3486,-3122.1072,-25444.621,2920.207,-5096.6265,-972.4594,-3224.3281,-5195.0894,2328.6782,-29320.752,-34427.293,-24672.703,-6951.637,-1615.8505,-29370.36,-1609.0858,-29931.824,-36130.477,-32777.477,-33786.91,-36238.71,-33664.395,-29559.018,-29616.14,-32660.975,-32140.85,-30188.879,-33907.168
827,3.308,309.308,-17379.684,-29661.238,-19184.336,-9178.702,-22235.934,-20516.215,-18167.387,6700.13,-13098.428,3557.5852,-925.85864,-26318.762,-16603.256,-11943.931,-23735.426,-17997.52,550.33307,-6293.2134,-7944.5337,-1254.3188,-19905.896,9228.597,-30108.455,1688.2935,-32863.16,-15644.182,-150.93314,9320.295,-1004.77924,-20733.436,7268.3584,-6471.3486,-3117.5974,-25447.627,2920.9587,-5098.1294,-970.2045,-3225.8315,-5194.3374,2328.6782,-29316.242,-34427.293,-24673.453,-6951.637,-1615.0989,-29369.607,-1609.8375,-29928.816,-36130.477,-32775.223,-33783.902,-36240.21,-33668.152,-29560.52,-29614.637,-32668.49,-32140.85,-30187.375,-33909.42
828,3.312,309.312,-17382.69,-29655.977,-19184.336,-9177.951,-22238.19,-20517.719,-18186.93,6698.6265,-13098.428,3555.3303,-925.85864,-26310.494,-16604.006,-11928.898,-23739.184,-18000.525,548.82983,-6293.9653,-7946.7886,-1255.822,-19902.139,9227.845,-30105.45,1685.287,-32866.168,-15644.182,-151.68477,9321.047,-1005.5309,-20732.684,7267.607,-6470.597,-3119.8523,-25445.373,2920.207,-5095.123,-970.2045,-3222.0732,-5192.8345,2331.6846,-29316.242,-34425.04,-24671.2,-6952.3887,-1613.5956,-29368.104,-1606.8309,-29931.072,-36128.22,-32773.72,-33783.15,-36237.207,-33666.65,-29558.266,-29614.637,-32665.484,-32137.092,-30185.873,-33906.418
829,3.316,309.316,-17379.684,-29650.715,-19181.33,-9177.199,-22235.934,-20514.713,-18165.133,6700.13,-13096.924,3555.3303,-924.35535,-26310.494,-16600.248,-11950.695,-23731.668,-18001.277,548.0782,-6292.462,-7946.7886,-1253.5671,-19905.896,9227.094,-30106.951,1686.0386,-32865.418,-15641.175,-149.42989,9319.543,-1005.5309,-20731.18,7269.11,-6469.0938,-3119.8523,-25446.125,2920.9587,-5095.123,-972.4594,-3221.3218,-5195.0894,2330.9329,-29316.242,-34426.543,-24671.2,-6954.6436,-1613.5956,-29371.111,-1608.3342,-29935.582,-36128.22,-32778.227,-33789.164,-36238.71,-33669.656,-29558.266,-29627.416,-32664.732,-32147.613,-30196.395,-33908.67
830,3.32,309.32,-17381.188,-29649.963,-19184.336,-9180.957,-22241.195,-20516.215,-18171.896,6696.3716,-13099.931,3552.3237,-927.3619,-26316.506,-16601.752,-11952.199,-23736.178,-18002.781,545.0717,-6295.4683,-7949.7954,-1257.3253,-19908.15,9225.59,-30111.46,1687.5419,-32866.168,-15642.679,-151.68477,9318.04,-1006.28253,-20732.684,7267.607,-6471.3486,-3119.1006,-25446.877,2920.207,-5095.8745,-971.70776,-3221.3218,-5191.331,2330.9329,-29312.484,-34422.03,-24671.951,-6952.3887,-1611.3407,-29369.607,-1606.8309,-29932.574,-36128.22,-32773.72,-33785.406,-36240.21,-33664.395,-29557.514,-29621.402,-32660.975,-32140.098,-30191.135,-33905.664
831,3.324,309.324,-17383.441,-29659.734,-19186.59,-9181.709,-22240.443,-20516.215,-18168.139,6695.62,-13102.186,3551.5723,-928.1135,-26318.01,-16604.006,-11947.689,-23736.93,-18000.525,545.82336,-6296.9717,-7949.0435,-1258.8285,-19906.648,9225.59,-30112.213,1686.0386,-32863.914,-15644.182,-153.93964,9319.543,-1007.78577,-20731.932,7266.1035,-6468.3423,-3119.1006,-25446.125,2918.7039,-5096.6265,-973.211,-3221.3218,-5194.3374,2333.9395,-29315.49,-34420.527,-24671.951,-6953.892,-1610.5891,-29374.117,-1604.576,-29937.084,-36128.973,-32773.72,-33786.91,-36238.71,-33668.902,-29553.004,-29623.656,-32659.47,-32139.346,-30192.637,-33904.16
832,3.328,309.328,-17384.193,-29667.252,-19191.1,-9184.716,-22242.7,-20519.223,-18172.648,6692.6133,-13104.44,3550.0688,-931.87164,-26322.52,-16606.262,-11949.944,-23742.941,-18000.525,545.0717,-6300.73,-7950.547,-1262.5867,-19907.398,9221.832,-30112.213,1682.2805,-32863.914,-15644.934,-154.69127,9319.543,-1010.79224,-20732.684,7263.8486,-6468.3423,-3122.859,-25446.125,2917.9521,-5095.123,-973.211,-3219.8184,-5195.841,2335.4426,-29317.746,-34418.273,-24671.2,-6953.892,-1608.3342,-29373.365,-1600.818,-29936.334,-36125.215,-32771.465,-33782.4,-36231.19,-33671.91,-29548.494,-29617.645,-32654.209,-32132.582,-30188.879,-33898.15
833,3.332,309.332,-17384.945,-29664.244,-19187.342,-9184.716,-22241.195,-20517.719,-18168.89,6694.1167,-13102.9375,3552.3237,-931.12,-26315.004,-16607.766,-11946.9375,-23742.191,-17998.271,546.57495,-6298.475,-7948.292,-1261.0834,-19904.393,9223.335,-30107.703,1683.0321,-32857.9,-15644.934,-154.69127,9320.295,-1009.289,-20728.174,7264.6,-6463.8325,-3121.3555,-25437.105,2919.4553,-5094.3716,-973.211,-3218.3152,-5194.3374,2339.201,-29315.49,-34407.0,-24671.951,-6953.1406,-1607.5826,-29370.36,-1597.8115,-29938.588,-36119.203,-32772.965,-33783.902,-36227.434,-33670.406,-29548.494,-29618.396,-32654.209,-32134.084,-30188.127,-33898.902
834,3.336,309.336,-17379.684,-29646.957,-19179.826,-9177.951,-22235.182,-20508.7,-18162.877,6696.3716,-13099.931,3556.0818,-925.85864,-26310.494,-16601.0,-11941.676,-23732.42,-17994.514,548.0782,-6296.22,-7946.037,-1258.0769,-19899.883,9225.59,-30102.441,1687.5419,-32854.895,-15644.182,-153.93964,9321.798,-1007.78577,-20725.168,7266.1035,-6463.081,-3118.349,-25436.354,2919.4553,-5094.3716,-972.4594,-3216.0603,-5192.8345,2338.4492,-29313.988,-34413.766,-24671.951,-6953.1406,-1606.8309,-29371.111,-1598.5631,-29934.078,-36120.703,-32769.96,-33785.406,-36226.684,-33663.64,-29549.246,-29619.146,-32652.707,-32136.34,-30190.383,-33898.902
835,3.34,309.34,-17381.94,-29647.709,-19182.08,-9178.702,-22235.934,-20510.203,-18165.883,6696.3716,-13100.683,3554.5786,-925.85864,-26302.227,-16603.256,-11943.18,-23730.916,-17995.266,547.3266,-6296.9717,-7946.7886,-1255.822,-19899.13,9227.845,-30100.94,1689.0452,-32851.137,-15644.182,-153.18802,9321.047,-1006.28253,-20724.416,7269.11,-6460.826,-3114.591,-25436.354,2920.207,-5092.868,-969.4529,-3214.5571,-5187.573,2339.201,-29304.969,-34409.254,-24668.943,-6948.631,-1604.576,-29368.104,-1596.3082,-29928.816,-36117.7,-32766.953,-33781.65,-36224.43,-33657.63,-29547.742,-29613.135,-32649.7,-32126.568,-30182.865,-33894.39
836,3.344,309.344,-17380.436,-29654.473,-19182.832,-9178.702,-22235.182,-20510.203,-18164.38,6697.123,-13101.434,3555.3303,-926.6102,-26311.996,-16604.006,-11942.428,-23733.922,-17992.258,547.3266,-6296.22,-7946.037,-1256.5737,-19902.889,9228.597,-30103.945,1688.2935,-32845.875,-15644.182,-153.18802,9321.047,-1005.5309,-20728.926,7269.11,-6462.329,-3115.3425,-25438.607,2920.9587,-5093.6196,-969.4529,-3217.5635,-5190.5796,2337.6975,-29307.975,-34408.504,-24669.695,-6949.3823,-1607.5826,-29368.855,-1599.3147,-29931.824,-36119.953,-32769.96,-33784.652,-36231.19,-33661.387,-29549.998,-29613.887,-32651.955,-32132.582,-30185.873,-33898.15
837,3.348,309.348,-17381.94,-29660.486,-19187.342,-9180.957,-22238.94,-20513.209,-18166.635,6695.62,-13103.688,3553.0754,-928.1135,-26315.754,-16604.758,-11943.931,-23739.936,-17994.514,547.3266,-6296.9717,-7947.5405,-1258.8285,-19906.648,9227.845,-30101.691,1688.2935,-32848.88,-15646.437,-152.43639,9321.047,-1004.77924,-20729.678,7269.11,-6460.826,-3114.591,-25417.562,2920.207,-5094.3716,-968.70123,-3218.3152,-5189.076,2337.6975,-29307.975,-34408.504,-24668.943,-6947.879,-1607.5826,-29368.855,-1599.3147,-29931.824,-36121.457,-32769.96,-33781.65,-36232.695,-33662.14,-29549.246,-29613.135,-32652.707,-32128.824,-30180.611,-33898.902
838,3.352,309.352,-17384.945,-29664.996,-19188.094,-9183.212,-22239.691,-20513.96,-18171.145,6693.365,-13105.943,3551.5723,-931.87164,-26314.252,-16608.516,-11943.931,-23741.44,-17994.514,545.0717,-6299.2266,-7948.292,-1259.5802,-19905.896,9225.59,-30101.691,1685.287,-32852.637,-15646.437,-155.44289,9321.047,-1007.0341,-20729.678,7267.607,-6463.8325,-3117.5974,-25443.87,2920.207,-5093.6196,-969.4529,-3216.812,-5190.5796,2337.6975,-29310.229,-34403.992,-24670.447,-6947.879,-1608.3342,-29370.36,-1599.3147,-29929.568,-36119.953,-32772.215,-33782.4,-36233.45,-33659.133,-29550.75,-29612.383,-32654.209,-32128.824,-30183.617,-33901.156
839,3.356,309.356,-17386.45,-29658.232,-19183.584,-9181.709,-22238.94,-20510.203,-18167.387,6694.1167,-13104.44,3550.8206,-930.36835,-26311.244,-16604.758,-11946.9375,-23739.184,-17996.016,545.0717,-6298.475,-7949.7954,-1258.8285,-19906.648,9226.342,-30108.455,1687.5419,-32851.137,-15644.182,-153.93964,9320.295,-1006.28253,-20727.422,7269.862,-6465.3354,-3114.591,-25441.615,2921.7102,-5093.6196,-969.4529,-3216.0603,-5186.8213,2336.946,-29306.47,-34407.0,-24668.943,-6946.376,-1608.3342,-29365.098,-1599.3147,-29925.81,-36122.207,-32770.71,-33779.39,-36232.695,-33655.375,-29550.75,-29608.625,-32653.457,-32126.568,-30178.355,-33896.645
840,3.36,309.36,-17384.193,-29648.46,-19180.578,-9180.206,-22237.438,-20507.195,-18166.635,6694.868,-13102.186,3551.5723,-929.61676,-26309.742,-16604.006,-11945.435,-23735.426,-17994.514,545.0717,-6298.475,-7949.0435,-1259.5802,-19905.145,9226.342,-30102.441,1688.2935,-32850.383,-15645.685,-153.93964,9320.295,-1007.0341,-20726.67,7270.6133,-6463.081,-3116.0942,-25439.36,2919.4553,-5094.3716,-969.4529,-3213.8054,-5187.573,2339.201,-29307.223,-34407.75,-24667.441,-6947.879,-1606.8309,-29365.098,-1599.3147,-29927.314,-36117.7,-32770.71,-33779.39,-36232.695,-33655.375,-29548.494,-29610.127,-32651.203,-32131.078,-30179.107,-33893.64
841,3.364,309.364,-17380.436,-29650.715,-19180.578,-9178.702,-22233.68,-20507.195,-18163.629,6697.875,-13101.434,3553.8271,-928.1135,-26311.996,-16604.006,-11941.676,-23736.178,-17990.756,547.3266,-6296.22,-7946.037,-1258.0769,-19901.387,9227.845,-30100.94,1690.5483,-32852.637,-15643.43,-153.93964,9321.047,-1006.28253,-20723.664,7270.6133,-6460.826,-3116.0942,-25438.607,2918.7039,-5094.3716,-970.2045,-3213.054,-5188.3247,2340.704,-29309.479,-34406.246,-24668.943,-6947.879,-1606.0793,-29371.111,-1597.0598,-29928.064,-36112.438,-32769.207,-33779.39,-36231.19,-33658.38,-29546.24,-29608.625,-32646.693,-32131.83,-30178.355,-33889.883
842,3.368,309.368,-17381.94,-29655.977,-19185.088,-9180.206,-22235.934,-20510.955,-18163.629,6696.3716,-13105.192,3553.8271,-930.36835,-26315.004,-16604.006,-11941.676,-23737.682,-17990.004,546.57495,-6298.475,-7946.7886,-1260.3318,-19903.64,9226.342,-30103.193,1687.5419,-32851.887,-15644.934,-154.69127,9322.55,-1009.289,-20725.168,7266.1035,-6461.5776,-3118.349,-25439.36,2917.9521,-5094.3716,-973.211,-3215.3086,-5193.586,2340.704,-29315.49,-34405.496,-24671.2,-6951.637,-1605.3278,-29379.379,-1595.5566,-29933.326,-36110.934,-32770.71,-33781.65,-36228.938,-33665.145,-29546.24,-29613.887,-32643.688,-32133.334,-30181.363,-33892.887
